WHELF;Wir Helfen (Uni Wien);wirhelfen@univie.ac.at;;http://wirhelfen.univie.ac.at/index.php?id=879&L=0;;43-1-4277-175 01;Universitätsring;1;1010;Wien;Österreich;Überblick über bestehende Initiativen der Universität Wien, ihrer MitarbeiterInnen und Studierenden im Bereich Flüchtlingshilfe;
WHILF;Wiener Hilfswerk;fluechtlingshilfe@wiener.hilfswerk.at;;http://www.hilfswerk.at/wien/soziale-angebote/wohnungslosenhilfe/notquartier-fuer-fluechtlinge;;004315123661702;Schottenfeldgasse;29;1070;Wien;Österreich;Ein dichtes Netz an sozialen Einrichtungen und Angeboten, Hilfe für Jung und Alt, unterstützt Flüchtlinge schon bei ihren Grundbedürfnissen.;
WKL;Werkl im Goethehof;info@werkl.org;;http://www.werkl.org;;;Schüttaustraße;1-39/6 R02;1220;Wien;Österreich;Kultureller Freiraum,Förderung von nicht kommerzorientierter Kulturarbeit;
WM;Wien Museum;http://www.wienmuseum.at/en/contact.html?L=1;;http://www.wienmuseum.at/en.html;;01 50587470;Karlsplatz;8;1040;Wien;Österreich;Wiener Museen mit breiter Bandbreite an (Kunst-)Ausstellungen;
WTRS;Welcoming Tours;http://welcomingtours.at/contact-sitemap/;;http://welcomingtours.at;;;;;;;Österreich;"""Locals"" machen Touren (Stadt- oder Landspaziergänge, Rundfahrten, Führungen etc.) mit Flüchtlingen, um sie mit ihrer neuen Umgebung vertraut zu machen.";
WW;Wieder Wohnen;wiederwohnen@fsw.at ;;http://www.wiederwohnen.at/;;1/4000 – 59 110;Gaumagasse;7;1150;Wien;Österreich;"Die ""wieder wohnen"" GmbH ist die größte Anbieterin innerhalb der Wiener Wohnungslosenhilfe. Sie stellt unterschiedliche Wohn- und Betreuungsangebote für individuelle Bedürfnisse zur Verfügung und ist seit September 2015 außerdem in der Flüchtlingshilfe tätig.";
WXTRA;Wien Xtra;ifp@wienxtra.at;;http://www.wienxtra.at/erwachsene/flucht-asyl/;;431400083415;Albertgasse;35/II;1080;Wien;Österreich;wienXtra stellt das Thema Flucht & Asyl in den Mittelpunkt und lädt Sie zu Aktionen und Fortbildungen ein;
YHHV;You Are Here Vienna;info@youarehere.wien.;;https://www.facebook.com/youareherevienna/?fref=ts  https://www.instagram.com/youareherevienna/;;;;;;;;A digital City Guide to be(com)ing a local, from and for all Vienna locals - new and old alike;
ZBH;Zabihah;;;http://www.zabihah.com/reg/RGKRXTQrpY;;;;;;;;worlds biggest halal guide;
ZEIT;Zeit!Raum;office@zeitraum.org;;http://www.zeitraum.org ;;004318927400;Sechshauser Strasse;68-70;1150;Wien;Österreich;Zeit!Raum schafft Räume für Kommunikation, Sport, Beratung, Freizeit ,Kultur und Bildung.;
